Number of detected cells: 154
cell postions (xy):

2	10
2	33
2	90
2	106
2	133
3	81
3	117
4	65
5	105
6	16
6	51
7	28
9	45
12	93
13	103
13	117
13	138
15	2
15	15
15	34
16	115
17	49
17	69
18	116
20	128
21	94
22	14
22	87
22	122
24	73
25	37
25	62
25	134
26	45
26	80
27	111
30	5
32	94
33	20
33	53
34	93
35	31
35	44
36	120
40	47
40	62
40	76
40	103
42	137
44	84
44	120
45	12
46	2
46	31
46	53
47	67
47	127
49	112
50	51
50	94
52	14
52	59
52	104
55	24
56	80
57	138
58	40
59	3
59	122
61	65
61	100
62	72
62	110
64	50
65	34
66	3
67	134
68	92
69	65
69	101
72	7
73	47
73	130
74	24
75	34
76	102
76	121
77	16
78	94
78	138
79	75
80	63
81	26
81	43
83	110
85	2
86	10
86	51
86	120
87	31
87	44
87	127
89	63
90	137
91	82
93	51
93	77
94	100
95	20
95	115
97	2
99	14
99	32
99	77
99	130
101	85
103	2
103	120
104	60
104	138
105	124
106	97
107	11
107	49
107	105
108	61
109	76
111	68
111	92
112	9
113	112
114	33
114	55
115	138
116	24
116	98
117	44
119	14
119	37
119	137
120	3
120	60
120	123
124	129
125	16
125	45
125	84
126	13
126	29
126	55
126	77
126	95
126	111
126	120
