AIDAhisto - Number of detected cells: 31053
cell postions (xy):

68	2441
73	2436
106	2419
129	2421
135	2183
135	2202
136	2195
138	2211
139	2163
140	2394
144	2225
144	2250
145	2219
147	2259
147	2459
148	2240
148	2423
149	2266
150	2145
150	2153
151	2444
152	2431
155	2442
156	2143
157	2459
158	2511
160	2236
162	2097
162	2107
164	2284
164	2453
164	2458
164	2516
165	2089
167	2231
167	2299
167	2471
167	2546
168	2186
168	2195
168	2217
169	2099
169	2134
169	2179
169	2201
169	2224
169	2478
170	2242
171	2076
172	2488
172	2501
172	2529
173	2087
173	2171
173	2192
173	2255
173	2495
174	2163
174	2229
174	2452
174	2504
175	2470
176	2202
176	2223
177	1535
177	2077
177	2211
177	2216
177	2236
177	2292
177	2551
177	2558
178	2264
178	2485
178	2508
179	1336
179	2158
179	2183
180	2254
181	1452
181	2173
181	2470
181	2492
181	2500
181	2537
182	2152
183	1380
183	1387
183	2177
183	2237
183	2270
183	2298
184	2232
184	2344
185	1425
185	2111
185	2120
185	2124
185	2143
185	2192
185	2352
186	2137
186	2243
187	1348
188	2212
188	2438
188	2573
189	1486
189	2219
189	2258
190	2081
190	2103
190	2233
190	2276
190	2299
190	2563
191	2528
192	2120
192	2158
192	2168
192	2251
193	2173
193	2510
194	2048
194	2129
194	2245
194	2264
194	2286
195	2182
195	2197
195	2522
196	1253
196	2206
196	2229
197	2085
197	2189
197	2221
197	2272
197	2587
198	2149
198	2254
198	2297
198	2305
199	2100
199	2167
199	2241
199	2252
200	2142
200	2154
200	2544
201	2128
201	2135
201	2179
201	2265
201	2281
201	2314
202	1147
202	2116
202	2160
202	2232
202	2553
202	2609
203	2199
203	2262
204	1504
204	1514
204	2187
204	2326
204	2384
205	1497
205	2170
205	2189
205	2214
205	2226
205	2241
205	2303
205	2346
206	1135
206	2083
207	1527
207	2136
207	2145
207	2179
207	2251
207	2318
208	1489
208	1534
208	1565
208	2270
208	2284
208	2468
209	1540
209	2127
209	2155
209	2247
209	2296
210	1478
210	2030
210	2259
210	2276
211	1474
211	1507
211	1550
211	2084
211	2092
211	2221
211	2264
211	2630
212	1502
212	1557
212	2121
212	2132
212	2209
213	1463
213	2140
213	2198
213	2602
214	1451
214	2106
214	2165
214	2279
214	2468
